"WM.Open","WM.High","WM.Low","WM.Close","WM.Volume","WM.WAP","WM.hasGaps","WM.Count","index","Orders","Position","holdingGrossReturn","X50PeriodSMA","upperBband2SD50PeriodsSMA","lowerBband2SD50PeriodsSMA","upperBband1SD50PeriodsSMA","lowerBband1SD50PeriodsSMA","X20PeriodSMA","upperBband2SD20PeriodsSMA","lowerBband2SD20PeriodsSMA","upperBband1SD20PeriodsSMA","lowerBband1SD20PeriodsSMA","X10PeriodSMA","upperBband2SD10PeriodsSMA","lowerBband2SD10PeriodsSMA","upperBband1SD10PeriodsSMA","lowerBband1SD10PeriodsSMA","X5PeriodSMA","upperBband2SD5PeriodsSMA","lowerBband2SD5PeriodsSMA","upperBband1SD5PeriodsSMA","lowerBband1SD5PeriodsSMA","SD20Days","SD10Days","SD5Days"
156.51,156.51,156.34,156.41,88,156.422,0,62,265,0,0,1.03477656865015,155.96716,157.694077762007,154.240242237993,156.830618881004,155.103701118997,156.6401,157.017372706059,156.262827293941,156.828736353029,156.451463646971,156.4948,156.745420208461,156.244179791539,156.62011010423,156.36948989577,156.4134,156.57613659699,156.25066340301,156.494768298495,156.332031701505,0.188636353029344,0.125310104230354,0.0813682984951758
156.45,156.47,156.36,156.42,74,156.423,0,66,266,0,0,1.03478318393808,156.00348,157.689540460339,154.317419539661,156.84651023017,155.160449769831,156.6252,157.012426902067,156.237973097933,156.818813451033,156.431586548967,156.4626,156.643352009363,156.281847990637,156.552976004682,156.372223995318,156.4208,156.580646176057,156.260953823943,156.500723088029,156.340876911972,0.193613451033376,0.0903760046816744,0.0799230880284285
156.42,156.51,156.37,156.46,119,156.44,0,80,267,0,0,1.0348956438329,156.04102,157.679072676136,154.402967323864,156.860046338068,155.221993661932,156.6054,156.987708445327,156.223091554673,156.796554222664,156.414245777336,156.4435,156.580149592429,156.306850407571,156.511824796215,156.375175203785,156.4476,156.54325145059,156.35194854941,156.495425725295,156.399774274705,0.191154222663549,0.0683247962146803,0.0478257252950813
156.46,156.49,156.38,156.38,60,156.426,0,48,268,0,0,1.03480302980187,156.07586,157.669608450692,154.482111549309,156.872734225346,155.278985774654,156.59265,156.981298549125,156.204001450875,156.786974274562,156.398325725438,156.4352,156.564026498309,156.30637350169,156.499613249155,156.370786750845,156.4486,156.542956769763,156.354243230238,156.495778384881,156.401421615119,0.194324274562421,0.0644132491547099,0.0471783848812209
156.38,156.42,156.35,156.39,38,156.384,0,33,269,0,0,1.0345251877088,156.10726,157.660893781869,154.553626218132,156.884076890934,155.330443109066,156.5707,156.954123415807,156.187276584193,156.762411707904,156.378988292096,156.4225,156.542878108013,156.302121891986,156.482689054007,156.362310945993,156.419,156.460713307229,156.377286692771,156.439856653615,156.398143346385,0.191711707903741,0.0601890540067088,0.0208566536146184
156.39,156.42,156.27,156.3,54,156.352,0,45,270,0,0,1.03431349849502,156.13694,157.650116597056,154.623763402944,156.893528298528,155.380351701472,156.5431,156.904331752407,156.181868247593,156.723715876204,156.362484123796,156.4092,156.528269727471,156.290130272529,156.468734863735,156.349665136264,156.405,156.477387844283,156.332612155717,156.441193922142,156.368806077858,0.180615876203735,0.0595348637354617,0.0361939221417062
156.33,156.39,156.32,156.34,17,156.342,0,16,271,0,0,1.03424734561572,156.16584,157.636969087969,154.694710912031,156.901404543985,155.430275456015,156.5119,156.823752799284,156.200047200716,156.667826399642,156.355973600358,156.4048,156.530734021526,156.278865978474,156.467767010763,156.341832989237,156.3888,156.47582183634,156.30177816366,156.43231091817,156.34528908183,0.155926399641829,0.0629670107631307,0.0435109181700337
156.34,156.42,156.32,156.4,47,156.369,0,31,272,0,0,1.03442595838984,156.19182,157.629458806218,154.754181193782,156.910639403109,155.473000596891,156.4862,156.750354340849,156.222045659151,156.618277170425,156.354122829575,156.4111,156.52025208554,156.30194791446,156.46567604277,156.35652395723,156.3746,156.440442235685,156.308757764315,156.407521117843,156.341678882158,0.132077170424598,0.0545760427701065,0.0329211178424938
156.42,156.42,156.29,156.29,43,156.389,0,38,273,0,0,1.03455826414845,156.21772,157.62087958567,154.81456041433,156.919299792835,155.516140207165,156.47405,156.732254712746,156.215845287254,156.603152356373,156.344947643627,156.4079,156.51763685697,156.298163143029,156.462768428485,156.353031571515,156.3672,156.407533608815,156.326866391186,156.387366804407,156.347033195593,0.129102356372966,0.0548684284852816,0.0201668044072381
156.3,156.31,156.17,156.18,118,156.24,0,82,274,0,0,1.03357258624682,156.23872,157.610170418874,154.867269581126,156.924445209437,155.552994790563,156.45005,156.701131429442,156.198968570558,156.575590714721,156.324509285279,156.3787,156.49675478954,156.26064521046,156.43772739477,156.31967260523,156.3384,156.454059846101,156.2227401539,156.39622992305,156.28057007695,0.125540714720887,0.0590273947699944,0.0578299230502674
156.17,156.26,156.14,156.26,154,156.195,0,104,275,0,0,1.03327489828995,156.25922,157.595662752616,154.922777247384,156.927441376308,155.590998623692,156.4254,156.674916079009,156.175883920991,156.550158039505,156.300641960495,156.356,156.516659750888,156.195340249111,156.436329875444,156.275670124556,156.307,156.476782213438,156.137217786562,156.391891106719,156.222108893281,0.124758039504685,0.0803298754442495,0.0848911067191417
156.3,156.36,156.27,156.35,22,156.305,0,18,276,0,0,1.03400257996229,156.28552,157.570791748602,155.000248251398,156.928155874301,155.642884125699,156.4034,156.607772621506,156.199027378494,156.505586310753,156.301213689247,156.3442,156.500256400061,156.188143599939,156.42222820003,156.266171799969,156.2996,156.464921504953,156.134278495047,156.382260752477,156.216939247523,0.102186310752776,0.0780282000304996,0.082660752476617
156.33,156.51,156.33,156.5,24,156.45,0,13,277,0,0,1.0349617967122,156.31474,157.54495357429,155.08452642571,156.929846787145,155.699633212855,156.39435,156.5703467404,156.2183532596,156.4823483702,156.3063516298,156.3452,156.504087241639,156.186312758361,156.424643620819,156.265756379181,156.3158,156.525138959585,156.106461040415,156.420469479792,156.211130520208,0.0879983702002168,0.0794436208193479,0.104669479792343
156.52,156.63,156.51,156.6,110,156.574,0,97,278,0,0,1.03578209241557,156.34796,157.511579403378,155.184340596622,156.929769701689,155.766150298311,156.3976,156.584569628831,156.210630371169,156.491084814416,156.304115185584,156.36,156.571273387923,156.148726612077,156.465636693961,156.254363306038,156.3528,156.666307256694,156.039292743306,156.509553628347,156.196046371653,0.0934848144155822,0.10563669396148,0.156753628347164
156.6,156.65,156.55,156.65,54,156.595,0,53,279,0,0,1.03592101346211,156.38292,157.464629217406,155.301210782594,156.923774608703,155.842065391297,156.4018,156.602746811502,156.200853188499,156.502273405751,156.301326594249,156.3811,156.63983959453,156.122360405469,156.510469797265,156.251730202735,156.4238,156.768791014376,156.078808985624,156.596295507188,156.251304492812,0.100473405750766,0.129369797265221,0.172495507187872
156.62,156.62,156.55,156.58,46,156.596,0,38,280,0,0,1.03592762875004,156.41588,157.416522702854,155.415237297146,156.916201351427,155.915558648573,156.40735,156.623526609086,156.191173390914,156.515438304543,156.299261695457,156.4055,156.696101292342,156.114898707657,156.550800646171,156.260199353829,156.504,156.757302191068,156.250697808932,156.630651095534,156.377348904466,0.108088304542848,0.145300646171233,0.126651095534149
156.57,156.63,156.53,156.59,41,156.592,0,40,281,0,0,1.03590116759832,156.44962,157.351187423311,155.548052576689,156.900403711656,155.998836288345,156.41765,156.648664490318,156.186635509682,156.533157245159,156.302142754841,156.4305,156.739268521712,156.121731478288,156.584884260856,156.276115739144,156.5614,156.687222096629,156.435577903371,156.624311048314,156.498488951686,0.115507245158954,0.154384260855829,0.0629110483142743
156.58,156.7,156.58,156.64,30,156.638,0,27,282,0,0,1.03620547084312,156.48398,157.271319150013,155.696640849987,156.877649575006,156.090310424994,156.43425,156.678800608259,156.189699391741,156.55652530413,156.31197469587,156.4574,156.788424268999,156.126375731,156.6229121345,156.2918878655,156.599,156.646116875958,156.551883124042,156.622558437979,156.575441562021,0.122275304129658,0.165512134499762,0.0235584379787774
156.63,156.73,156.6,156.66,62,156.675,0,61,283,0,0,1.03645023649654,156.51762,157.178522029234,155.856717970767,156.848071014617,156.187168985383,156.44695,156.713954021259,156.179945978741,156.58045201063,156.313447989371,156.486,156.839421372679,156.13257862732,156.66271068634,156.30928931366,156.6192,156.692212327726,156.546187672274,156.655706163863,156.582693836137,0.13350201062945,0.176710686339756,0.0365061638631089
156.59,156.67,156.49,156.61,93,156.6,0,71,284,0,0,1.03595408990176,156.55114,157.025948491577,156.076331508423,156.788544245788,156.313735754212,156.45035,156.723573467436,156.177126532564,156.586961733718,156.313738266282,156.522,156.835092105724,156.208907894276,156.678546052862,156.365453947138,156.6202,156.691675870054,156.548724129946,156.655937935027,156.584462064973,0.136611733718133,0.156546052861986,0.0357379350270856
156.61,156.66,156.57,156.6,75,156.614,0,57,285,0,0,1.03604670393279,156.57022,156.96953539169,156.17090460831,156.769877695845,156.370562304155,156.45995,156.742318534851,156.177581465149,156.601134267425,156.318765732575,156.5639,156.779449839558,156.348350160442,156.671674919779,156.456125080221,156.6238,156.690858183691,156.556741816309,156.657329091846,156.590270908154,0.14118426742531,0.107774919778832,0.0335290918457415
156.6,156.6,156.45,156.46,90,156.508,0,59,286,0,0,1.03534548341217,156.57568,156.963589612868,156.187770387132,156.769634806434,156.381725193566,156.4642,156.746785506389,156.181614493611,156.605492753194,156.322907246806,156.5842,156.711590214171,156.456809785828,156.647895107086,156.520504892914,156.607,156.731434721842,156.482565278158,156.669217360921,156.544782639079,0.141292753194435,0.0636951070857656,0.0622173609212093
156.46,156.53,156.46,156.5,29,156.492,0,27,287,0,0,1.03523963880528,156.57858,156.961649469908,156.195510530092,156.770114734954,156.387045265046,156.4668,156.749404875736,156.184195124265,156.608102437868,156.325497562132,156.5884,156.697595848517,156.479204151483,156.642997924258,156.533802075741,156.5778,156.731047512215,156.424552487785,156.654423756107,156.501176243893,0.141302437867748,0.05459792425847,0.076623756107363
156.51,156.52,156.42,156.45,55,156.482,0,44,288,0,0,1.03517348592597,156.5752,156.958643474269,156.191756525731,156.766921737134,156.383478262866,156.4696,156.751611869851,156.187588130149,156.610605934926,156.328594065075,156.5792,156.707601453782,156.450798546218,156.643400726891,156.514999273109,156.5392,156.664757954746,156.413642045254,156.601978977373,156.476421022627,0.141005934925488,0.0642007268910076,0.0627789773730035
156.47,156.57,156.41,156.43,77,156.488,0,54,289,0,0,1.03521317765356,156.5685,156.94593046393,156.191069536071,156.757215231965,156.379784768035,156.4748,156.753987241452,156.195612758548,156.614393620726,156.335206379274,156.5685,156.708370575096,156.428629424904,156.638435287548,156.498564712452,156.5168,156.627166661633,156.406433338367,156.571983330816,156.461616669184,0.139593620725908,0.069935287548168,0.0551833308164731
156.43,156.61,156.4,156.59,63,156.531,0,44,290,0,0,1.03549763503457,156.55902,156.914896495431,156.203143504569,156.736958247715,156.381081752285,156.48375,156.757791007304,156.209708992696,156.620770503652,156.346729496348,156.562,156.702231554541,156.421768445459,156.63211577727,156.49188422273,156.5002,156.539656304946,156.460743695054,156.519928152473,156.480471847527,0.137020503652019,0.0701157772703312,0.0197281524730568
156.64,156.74,156.64,156.74,59,156.705,0,45,291,0,0,1.03664869513446,156.55768,156.910776954946,156.204583045054,156.734228477473,156.381131522527,156.5019,156.784365759453,156.219434240547,156.643132879726,156.360667120274,156.5733,156.739990798253,156.406609201747,156.656645399126,156.489954600873,156.5396,156.728484091442,156.350715908558,156.634042045721,156.445157954279,0.141232879726323,0.083345399126504,0.094442045721179
156.72,156.76,156.71,156.72,42,156.732,0,36,292,0,0,1.03682730790858,156.5556,156.903187369724,156.208012630276,156.729393684862,156.381806315138,156.52005,156.813014143666,156.227085856334,156.666532071833,156.373567928167,156.5827,156.774340983786,156.391059016213,156.678520491893,156.486879508107,156.5876,156.83031217522,156.34488782478,156.70895608761,156.46624391239,0.146482071832772,0.0958204918932648,0.121356087609978
156.71,156.76,156.65,156.72,69,156.7,0,53,293,0,0,1.0366156186948,156.55508,156.901703324345,156.208456675656,156.728391662172,156.381768337828,156.5356,156.83226738419,156.23893261581,156.683933692095,156.387266307905,156.5852,156.782753480804,156.387646519196,156.683976740402,156.486423259598,156.6312,156.856781027571,156.405618972429,156.743990513785,156.518409486214,0.148333692094974,0.0987767404020018,0.112790513785512
156.72,156.81,156.69,156.77,76,156.741,0,42,294,0,0,1.03688684549995,156.55868,156.909270508271,156.208089491729,156.733975254136,156.383384745865,156.56065,156.836069125583,156.285230874417,156.698359562791,156.422940437209,156.5993,156.820285771286,156.378314228713,156.709792885643,156.488807114357,156.6818,156.853947611078,156.509652388922,156.767873805539,156.595726194461,0.137709562791446,0.110492885643277,0.0860738055391998
156.76,156.8,156.67,156.7,72,156.748,0,50,295,0,0,1.03693315251546,156.56256,156.917209619559,156.207910380441,156.739884809779,156.385235190221,156.5883,156.816069135195,156.360530864805,156.702184567597,156.474415432403,156.6127,156.853049837621,156.372350162379,156.73287491881,156.492525081189,156.7252,156.768313802894,156.682086197106,156.746756901447,156.703643098553,0.11388456759738,0.120174918810504,0.0215569014471008
156.7,156.79,156.69,156.73,56,156.744,0,37,296,0,0,1.03690669136374,156.56302,156.918566946296,156.207473053704,156.740793473148,156.385246526852,156.61025,156.80533257361,156.41516742639,156.707791286805,156.512708713195,156.6363,156.877303549997,156.395296450003,156.756801774998,156.515798225001,156.733,156.771729833462,156.694270166538,156.752364916731,156.713635083269,0.0975412868050202,0.120501774998454,0.0193649167310415
156.75,156.8,156.73,156.76,50,156.773,0,39,297,0,0,1.03709853471372,156.56176,156.913787494288,156.209732505712,156.737773747144,156.385746252856,156.6264,156.819088895701,156.433711104299,156.72274444785,156.53005555215,156.6644,156.895968948216,156.432831051784,156.780184474108,156.548615525892,156.7412,156.793762343936,156.688637656064,156.767481171968,156.714918828032,0.0963444478502984,0.115784474107906,0.0262811719677822
156.75,156.83,156.72,156.72,74,156.766,0,60,298,0,0,1.03705222769821,156.56346,156.9186446223,156.2082753777,156.74105231115,156.38586768885,156.636,156.836663111235,156.435336888765,156.736331555618,156.535668444383,156.6928,156.892401380534,156.493198619466,156.792600690267,156.592999309733,156.7544,156.782846440902,156.725953559098,156.768623220451,156.740176779549,0.100331555617519,0.0998006902670388,0.0142232204510741
156.72,156.77,156.64,156.68,60,156.723,0,57,299,0,0,1.0367677703172,156.56146,156.911772329448,156.211147670552,156.736616164724,156.386303835276,156.6424,156.845704697437,156.439095302563,156.744052348719,156.540747651281,156.7163,156.854684488533,156.577915511466,156.785492244267,156.647107755733,156.7508,156.79018019807,156.71141980193,156.770490099035,156.731109900965,0.101652348718561,0.0691922442667262,0.019690099034787
156.73,156.82,156.7,156.79,61,156.77,0,48,300,0,0,1.03707868884993,156.55878,156.900337128218,156.217222871782,156.729558564109,156.388001435891,156.6511,156.860834569096,156.441365430904,156.755967284548,156.546232715452,156.7402,156.791509951385,156.688890048615,156.765854975692,156.714545024307,156.7552,156.797800469481,156.712599530519,156.77650023474,156.733899765259,0.104867284547761,0.0256549756924014,0.0213002347404854
156.83,156.85,156.68,156.8,146,156.784,0,119,301,0,0,1.03717130288096,156.55514,156.882570817744,156.227709182257,156.718855408872,156.391424591128,156.6607,156.876532391111,156.444867608889,156.768616195555,156.552783804445,156.7481,156.799648898037,156.696551101962,156.773874449019,156.722325550981,156.7632,156.81009136381,156.71630863619,156.786645681905,156.739754318095,0.10791619555543,0.0257744490187895,0.0234456819051964
156.8,156.8,156.73,156.79,76,156.781,0,57,302,0,0,1.03715145701717,156.5531,156.87338641519,156.23281358481,156.713243207595,156.392956792405,156.66785,156.889900989877,156.445799010123,156.778875494938,156.556824505062,156.753,156.807004115069,156.69899588493,156.780002057535,156.725997942465,156.7648,156.813859147975,156.715740852025,156.789329573987,156.740270426013,0.111025494938396,0.0270020575347714,0.0245295739873263
156.79,156.8,156.72,156.78,58,156.755,0,40,303,0,0,1.03697945953098,156.55556,156.880180006425,156.230939993575,156.717870003213,156.393249996788,156.67185,156.89729951588,156.44640048412,156.78457475794,156.55912524206,156.7585,156.797683329789,156.719316670211,156.778091664894,156.738908335105,156.7626,156.812371477776,156.712828522224,156.787485738888,156.737714261112,0.11272475794,0.0195916648943673,0.0248857388879607
156.81,156.86,156.77,156.79,109,156.814,0,88,304,0,0,1.03736976151887,156.55744,156.886998309232,156.227881690768,156.722219154616,156.392660845384,156.68255,156.9138779513,156.4512220487,156.79821397565,156.56688602435,156.7658,156.816112799343,156.715487200656,156.790956399672,156.740643600328,156.7808,156.824329300477,156.737270699523,156.802564650238,156.759035349762,0.115663975649974,0.0251563996717393,0.0217646502383997
156.82,156.9,156.8,156.81,71,156.857,0,51,305,0,0,1.03765421889988,156.56082,156.899192500933,156.222447499067,156.730006250467,156.391633749533,156.6947,156.93617189005,156.45322810995,156.815435945025,156.573964054975,156.7767,156.851259744873,156.702140255127,156.813979872436,156.739420127563,156.7982,156.87611533867,156.72028466133,156.837157669335,156.759242330665,0.120735945024887,0.0372798724365935,0.0389576693348053
156.84,156.93,156.84,156.88,64,156.889,0,54,306,0,0,1.03786590811365,156.5637,156.91080940462,156.21659059538,156.73725470231,156.39014529769,156.71375,156.953312649756,156.474187350245,156.833531324878,156.593968675122,156.7912,156.889964816047,156.692435183952,156.840582408024,156.741817591976,156.8192,156.928327448426,156.710072551574,156.873763724213,156.764636275787,0.11978132487777,0.049382408023731,0.0545637242130739
156.86,156.94,156.81,156.84,105,156.883,0,91,307,0,0,1.03782621638607,156.56874,156.926977593032,156.210502406968,156.747858796516,156.389621203484,156.7333,156.960146667435,156.506453332565,156.846723333717,156.619876666283,156.8022,156.915403062385,156.688996937615,156.858801531192,156.745598468807,156.8396,156.951131161565,156.728068838435,156.895365580782,156.783834419218,0.113423333717446,0.0566015311924818,0.0557655807824211
156.84,156.91,156.81,156.87,96,156.873,0,84,308,0,0,1.03776006350676,156.57602,156.94396509129,156.208074908711,156.759992545645,156.392047454355,156.75285,156.954502410689,156.551197589311,156.853676205345,156.652023794655,156.8129,156.93101651498,156.694783485019,156.87195825749,156.75384174251,156.8632,156.92330657202,156.80309342798,156.89325328601,156.83314671399,0.100826205344694,0.0590582574901907,0.0300532860100248
156.87,157,156.83,156.92,348,156.93,0,189,309,0,0,1.0381371349188,156.5844,156.965163143475,156.203636856526,156.774781571737,156.394018428263,156.77495,156.949439299928,156.600460700072,156.862194649964,156.687705350036,156.8336,156.954221354291,156.712978645708,156.893910677146,156.773289322854,156.8864,156.940835282676,156.831964717324,156.913617641338,156.859182358662,0.0872446499641577,0.0603106771457431,0.0272176413379304
156.91,156.98,156.85,156.9,181,156.909,0,169,310,0,0,1.03799821387226,156.59288,156.983369099903,156.202390900097,156.788124549951,156.397635450049,156.79385,156.935965260857,156.651734739143,156.864907630428,156.722792369572,156.8475,156.967582379131,156.727417620869,156.907541189565,156.787458810434,156.8968,156.942284063143,156.851315936857,156.919542031571,156.874057968428,0.0710576304284435,0.060041189565537,0.0227420315715213
156.9,157.12,156.88,156.97,377,157.034,0,333,311,0,0,1.03882512486356,156.60584,157.01103994762,156.20064005238,156.80843997381,156.40324002619,156.8103,156.982162980919,156.638437019081,156.89623149046,156.72436850954,156.8725,157.031586978306,156.713413021693,156.952043489153,156.792956510847,156.9258,157.054744949494,156.796855050506,156.990272474747,156.861327525253,0.0859314904597348,0.0795434891532082,0.0644724747469777
157,157.08,156.91,157.07,745,157.016,0,620,312,0,0,1.03870604968081,156.62004,157.032057031548,156.208022968452,156.826048515774,156.414031484226,156.8245,157.01503884809,156.63396115191,156.919769424045,156.729230575955,156.896,157.064182440621,156.727817559379,156.980091220311,156.811908779689,156.9524,157.091659470055,156.813140529945,157.022029735027,156.882770264972,0.0952694240451494,0.0840912203106433,0.0696297350275
158.03,159.82,158.03,159.74,655,158.484,0,243,313,0,0,1.04841729236265,156.6613,157.32702939897,155.99557060103,156.994164699485,156.328435300515,156.9137,157.674828829264,156.152571170736,157.294264414632,156.533135585368,157.0689,158.072573452872,156.065226547128,157.570736726436,156.567063273564,157.2746,158.631000825715,155.918199174285,157.952800412857,156.596399587143,0.38056441463202,0.501836726436002,0.678200412857444
159.74,160.18,159.3,159.81,520,159.91,0,307,314,0,0,1.05785069295141,156.72886,157.86233081271,155.59538918729,157.295595406355,156.162124593645,157.07215,158.607530395177,155.536769604823,157.839840197589,156.304459802411,157.3785,159.413189656925,155.343810343074,158.395844828463,156.361155171537,157.8706,160.495543275578,155.245656724422,159.183071637789,156.558128362211,0.76769019758864,1.0173448284628,1.3124716377888
159.81,160.02,159.48,159.49,233,159.738,0,137,315,0,0,1.05671286342738,156.79518,158.20879038364,155.38156961636,157.50198519182,156.08837480818,157.22165,159.154866275646,155.288433724354,158.188258137823,156.255041862177,157.6666,160.141377332296,155.191822667704,158.903988666148,156.429211333852,158.4364,161.238575440618,155.634224559382,159.837487720309,157.035312279691,0.966608137822801,1.23738866614783,1.40108772030876
159.52,159.66,159.32,159.52,276,159.536,0,193,316,0,0,1.05537657526544,156.85744,158.46504606201,155.24983393799,157.661243031005,156.053636968995,157.36125,159.537223962209,155.185276037791,158.449236981104,156.273263018896,157.9313,160.595424630051,155.267175369949,159.263362315025,156.599237684974,158.9368,161.353943107058,156.519656892942,160.145371553529,157.728228446471,1.08798698110438,1.33206231502551,1.20857155352921
159.52,159.61,159.32,159.47,200,159.472,0,177,317,0,0,1.05495319683789,156.91808,158.682505643497,155.153654356503,157.800292821748,156.035867178252,157.4962,159.84636663239,155.14603336761,158.671283316195,156.321116683805,158.1902,160.904281927855,155.476118072145,159.547240963928,156.833159036072,159.428,160.538477374826,158.317522625174,159.983238687413,158.872761312587,1.17508331619507,1.35704096392769,0.555238687412896
159.46,159.84,159.42,159.57,212,159.601,0,157,318,0,0,1.05580656898091,156.98158,158.895886570889,155.067273429112,157.938733285444,156.024426714556,157.63795,160.139769335898,155.136130664102,158.888859667949,156.387040332051,158.463,161.136755910076,155.789244089924,159.799877955038,157.126122044962,159.6514,160.00127883617,159.30152116383,159.826339418085,159.476460581915,1.25090966794906,1.33687795503803,0.17493941808523
159.55,159.68,159.43,159.53,128,159.556,0,109,319,0,0,1.05550888102405,157.04502,159.084633468383,155.005406531617,158.064826734191,156.025213265809,157.7796,160.382077071035,155.177122928965,159.080838535518,156.478361464483,158.7256,161.241342117149,156.20985788285,159.983471058575,157.467728941425,159.5806,159.77954521859,159.38165478141,159.680072609295,159.481127390705,1.30123853551753,1.25787105857477,0.0994726092952192
159.61,159.75,159.45,159.69,119,159.591,0,97,320,0,0,1.05574041610161,157.1098,159.262201563323,154.957398436677,158.186000781662,156.033599218338,157.92065,160.597458333189,155.243841666811,159.259054166595,156.582245833405,158.9938,161.201838405463,156.785761594537,160.097819202731,157.889780797268,159.5512,159.654111612561,159.448288387439,159.602655806281,159.499744193719,1.33840416659464,1.10401920273155,0.0514558062807282
159.61,159.74,159.51,159.58,107,159.617,0,98,321,0,0,1.0559124135878,157.1753,159.429261962991,154.921338037009,158.302280981496,156.048319018504,158.0623,160.785283046896,155.339316953104,159.423791523448,156.700808476552,159.2521,160.996946239644,157.507253760356,160.124523119822,158.379676880178,159.5674,159.6830598461,159.451740153899,159.62522992305,159.50957007695,1.36149152344811,0.87242311982203,0.0578299230502633
159.59,159.79,159.5,159.79,111,159.59,0,105,322,0,0,1.05573380081368,157.23972,159.582008782628,154.897431217372,158.410864391314,156.068575608686,158.20275,160.93721377886,155.468286221141,159.56998188943,156.83551811057,159.5095,160.27008004181,158.74891995819,159.889790020905,159.129209979095,159.591,159.635743714642,159.546256285358,159.613371857321,159.568628142679,1.36723188942977,0.380290020905095,0.0223718573211896
159.76,159.76,159.56,159.7,140,159.685,0,102,323,0,0,1.05636225316707,157.30564,159.734140461484,154.877139538516,158.519890230742,156.091389769258,158.34925,161.071051947627,155.627448052373,159.710150973813,156.988349026187,159.6296,159.875900990209,159.383299009791,159.752750495104,159.506449504896,159.6078,159.704375359176,159.511224640824,159.656087679588,159.559512320412,1.36090097381342,0.123150495104338,0.0482876795880651
159.71,160.03,159.7,159.96,356,159.968,0,274,324,0,0,1.05823437965137,157.3802,159.902272196283,154.858127803717,158.641236098142,156.119163901858,158.50695,161.219686080437,155.794213919563,159.863318040219,157.150581959781,159.6354,159.911924782896,159.358875217104,159.773662391448,159.497137608552,159.6902,160.010260619258,159.370139380742,159.850230309629,159.530169690371,1.35636804021855,0.138262391447883,0.16003030962914
160,160.25,159.93,160.06,259,160.078,0,227,325,0,0,1.05896206132372,157.45786,160.068548579432,154.847171420568,158.763204289716,156.152515710284,158.668,161.350578178583,155.985421821417,160.009289089292,157.326710910708,159.6694,160.061463713643,159.277336286357,159.865431856821,159.473368143178,159.7876,160.229813975356,159.345386024644,160.008706987678,159.566493012322,1.34128908929158,0.196031856821507,0.221106987677911
160.06,160.16,160,160.06,133,160.1,0,104,326,0,0,1.05910759765819,157.53376,160.227002323646,154.840517676354,158.880381161823,156.187138838177,158.82855,161.446396803045,156.210703196955,160.137473401522,157.519626598478,159.7258,160.188481844131,159.263118155868,159.957140922066,159.494459077934,159.8842,160.350445428932,159.417954571068,160.117322714466,159.651077285534,1.30892340152227,0.231340922065726,0.233122714466005
160.02,160.26,159.98,160.03,260,160.182,0,139,327,0,0,1.05965005126848,157.6084,160.384627391734,154.832172608266,158.996513695867,156.220286304133,158.9935,161.508918600719,156.478081399281,160.251209300359,157.735790699641,159.7968,160.302308149181,159.291291850818,160.049554074591,159.544045925409,160.0026,160.38915297179,159.61604702821,160.195876485895,159.809323514105,1.2577093003594,0.252754074590737,0.193276485895203
160.07,160.23,160,160.11,79,160.126,0,61,328,0,0,1.05927959514438,157.67944,160.528458654103,154.830421345897,159.103949327052,156.254930672948,159.15615,161.509725401049,156.802574598951,160.332937700524,157.979362299476,159.8493,160.373146499994,159.325453500006,160.111223249997,159.587376750003,160.0908,160.248549167985,159.933050832015,160.169674583993,160.011925416007,1.1767877005243,0.261923249996801,0.0788745839925647
160.11,160.18,159.98,160.03,85,160.074,0,68,329,0,0,1.058935600172,157.74902,160.659212545422,154.838827454578,159.204116272711,156.293923727289,159.31335,161.450944543308,157.175755456692,160.382147271654,158.244552728346,159.9011,160.397785413516,159.404414586483,160.149442706758,159.652757293242,160.112,160.200543774485,160.023456225515,160.156271887242,160.067728112758,1.06879727165386,0.24834270675822,0.0442718872423501
160.02,160.15,159.92,159.98,108,160.063,0,98,330,0,0,1.05886283200476,157.81836,160.781157898843,154.855562101157,159.299758949422,156.336961050579,159.47105,161.305682614879,157.636417385121,160.38836630744,158.55373369256,159.9483,160.401848037392,159.494751962608,160.175074018696,159.721525981304,160.109,160.204078914592,160.013921085408,160.156539457296,160.061460542704,0.917316307439663,0.226774018696048,0.0475394572960155
159.96,160.3,159.84,160.19,191,160.085,0,180,331,0,0,1.05900836833923,157.88822,160.897352719043,154.879087280957,159.392786359522,156.383653640479,159.6236,161.071662720363,158.175537279637,160.347631360182,158.899568639819,159.9951,160.389428064208,159.600771935792,160.192264032104,159.797935967896,160.106,160.203416631024,160.008583368976,160.154708315512,160.057291684488,0.72403136018153,0.197164032104121,0.0487083155118257
160.19,160.29,160.13,160.24,104,160.209,0,100,332,0,0,1.0598286640426,157.95964,161.016785601067,154.902494398933,159.488212800534,156.431067199467,159.78325,160.577115923984,158.989384076016,160.180182961992,159.386317038008,160.057,160.350025596152,159.763974403848,160.203512798076,159.910487201924,160.1114,160.230468047771,159.992331952229,160.170934023885,160.051865976114,0.396932961992056,0.146512798075799,0.0595340238855072
160.24,160.27,160.12,160.24,122,160.209,0,117,333,0,0,1.0598286640426,158.03032,161.129361891176,154.931278108824,159.579840945588,156.480799054412,159.8695,160.400237520616,159.338762479384,160.134868760308,159.604131239692,160.1094,160.259150013912,159.959649986088,160.184275006956,160.034524993044,160.128,160.276701042364,159.979298957636,160.202350521182,160.053649478818,0.26536876030793,0.0748750069560393,0.0743505211817654
